Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
01/12/2022;FN_kgs-;;1;1;1;0;1;1;1;0;0
01/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-01051;Dithmarschen;1;1;0;0;0;0;0;0;0
01/12/2022;FN_kgs-01055;Ostholstein;3;3;1;0;0;3;0;0;0
01/12/2022;FN_kgs-01058;Rendsburg-Eckernförde;4;2;0;0;1;0;0;0;0
01/12/2022;FN_kgs-01059;Schleswig-Flensburg;2;2;0;0;0;1;0;0;0
01/12/2022;FN_kgs-01061;Steinburg;2;1;0;0;1;1;1;0;0
01/12/2022;FN_kgs-01062;Stormarn;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;34;19;5;0;8;10;8;0;0
01/12/2022;FN_kgs-03101;Braunschweig, Stadt;4;2;1;0;1;2;0;0;0
01/12/2022;FN_kgs-03152;Göttingen;1;1;0;0;1;0;0;0;0
01/12/2022;FN_kgs-03154;Helmstedt;2;1;0;0;1;0;0;0;0
01/12/2022;FN_kgs-03241;Region Hannover;5;1;0;0;1;1;1;0;0
01/12/2022;FN_kgs-03252;Hameln-Pyrmont;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03254;Hildesheim;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03256;Nienburg (Weser);1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03257;Schaumburg;3;2;1;0;1;0;0;1;0
01/12/2022;FN_kgs-03351;Celle;1;1;0;0;0;1;0;0;0
01/12/2022;FN_kgs-03353;Harburg;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03355;Lüneburg;1;1;1;0;1;0;1;0;0
01/12/2022;FN_kgs-03359;Stade;2;1;1;0;1;1;1;0;0
01/12/2022;FN_kgs-03360;Uelzen;4;1;0;0;0;0;0;1;0
01/12/2022;FN_kgs-03361;Verden;3;1;1;0;0;1;0;0;0
01/12/2022;FN_kgs-03451;Ammerland;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03457;Leer;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03458;Oldenburg;2;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-03462;Wittmund;3;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-04011;Bremen, Stadt;9;5;3;0;2;4;2;0;0
01/12/2022;FN_kgs-04012;Bremerhaven, Stadt;1;1;0;0;1;0;0;0;0
01/12/2022;FN_kgs-05124;Wuppertal, Stadt;2;1;0;0;1;0;1;0;0
01/12/2022;FN_kgs-05158;Mettmann;5;3;0;0;3;0;1;0;0
01/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;3;1;0;0;0;0;1;0;0
01/12/2022;FN_kgs-05166;Viersen;3;3;0;0;3;0;1;0;0
01/12/2022;FN_kgs-05313;Aachen, Stadt;1;1;1;0;1;1;1;0;0
01/12/2022;FN_kgs-05314;Bonn, Stadt;2;1;0;0;1;0;0;0;0
01/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;1;1;0;0;0;0;1;0;0
01/12/2022;FN_kgs-05370;Heinsberg;2;1;0;0;0;1;0;0;0
01/12/2022;FN_kgs-05378;Rheinisch-Bergischer Kreis;5;3;1;0;3;0;1;1;0
01/12/2022;FN_kgs-05382;Rhein-Sieg-Kreis;4;4;1;0;2;1;2;0;0
01/12/2022;FN_kgs-05515;Münster, Stadt;1;1;0;0;0;1;0;0;0
01/12/2022;FN_kgs-05554;Borken;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-05562;Recklinghausen;4;2;0;0;1;1;1;0;0
01/12/2022;FN_kgs-05766;Lippe;1;1;1;0;0;1;0;0;0
01/12/2022;FN_kgs-05770;Minden-Lübbecke;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-05774;Paderborn;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-05916;Herne, Stadt;6;3;1;0;1;2;0;1;0
01/12/2022;FN_kgs-05962;Märkischer Kreis;5;4;1;0;2;1;1;0;0
01/12/2022;FN_kgs-05974;Soest;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-05978;Unna;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-06412;Frankfurt am Main, Stadt;5;4;0;0;3;1;1;0;0
01/12/2022;FN_kgs-06433;Groß-Gerau;1;1;1;0;1;1;1;0;0
01/12/2022;FN_kgs-06438;Offenbach;5;2;0;0;0;0;1;0;0
01/12/2022;FN_kgs-06439;Rheingau-Taunus-Kreis;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-06440;Wetteraukreis;1;1;0;0;1;0;1;0;0
01/12/2022;FN_kgs-06532;Lahn-Dill-Kreis;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-06533;Limburg-Weilburg;1;1;0;0;1;1;1;0;0
01/12/2022;FN_kgs-06631;Fulda;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-06634;Schwalm-Eder-Kreis;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-06635;Waldeck-Frankenberg;1;1;0;0;0;0;0;0;0
01/12/2022;FN_kgs-06636;Werra-Meißner-Kreis;2;1;1;0;1;0;1;1;0
01/12/2022;FN_kgs-07111;Koblenz, kreisfreie Stadt;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-07131;Ahrweiler;3;2;0;0;0;1;1;0;0
01/12/2022;FN_kgs-07132;Altenkirchen (Westerwald);1;1;0;0;1;1;1;0;0
01/12/2022;FN_kgs-07232;Eifelkreis Bitburg-Prüm;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-07233;Vulkaneifel;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-07315;Mainz, kreisfreie Stadt;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-07319;Worms, kreisfreie Stadt;1;1;0;0;1;1;0;0;0
01/12/2022;FN_kgs-07335;Kaiserslautern;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-07339;Mainz-Bingen;2;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-07340;Südwestpfalz;3;3;1;0;1;0;0;1;0
01/12/2022;FN_kgs-08116;Esslingen;7;3;0;0;3;1;1;0;0
01/12/2022;FN_kgs-08118;Ludwigsburg;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-08125;Heilbronn;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-08136;Ostalbkreis;1;1;0;0;0;1;0;0;0
01/12/2022;FN_kgs-08215;Karlsruhe;1;1;0;0;1;0;0;0;0
01/12/2022;FN_kgs-08315;Breisgau-Hochschwarzwald;1;0;0;0;0;0;0;0;0
01/12/2022;FN_kgs-08317;Ortenaukreis;2;2;2;0;2;1;1;0;0
01/12/2022;FN_kgs-08335;Konstanz;1;1;0;0;1;0;1;0;0
01/12/2022;FN_kgs-08336;Lörrach;2;1;0;0;0;1;0;0;0
01/12/2022;FN_kgs-08337;Waldshut;1;1;0;0;0;0;0;0;0
01/12/2022;FN_kgs-08417;Zollernalbkreis;1;1;0;0;0;1;0;0;0
01/12/2022;FN_kgs-08435;Bodenseekreis;1;1;0;0;0;0;1;0;0
