Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
20/12/2022;FN_kgs-;;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-01053;Herzogtum Lauenburg;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-01055;Ostholstein;2;1;1;0;0;0;0;0;0
20/12/2022;FN_kgs-01057;Plön;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-01059;Schleswig-Flensburg;1;1;0;0;1;1;1;0;0
20/12/2022;FN_kgs-01061;Steinburg;4;1;0;0;1;0;1;0;0
20/12/2022;FN_kgs-01062;Stormarn;2;1;0;0;0;0;0;0;0
20/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;25;15;8;0;5;12;4;3;0
20/12/2022;FN_kgs-03101;Braunschweig, Stadt;1;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-03152;Göttingen;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-03154;Helmstedt;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03156;Osterode am Harz;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-03157;Peine;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03158;Wolfenbüttel;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03241;Region Hannover;4;3;0;0;0;2;2;0;0
20/12/2022;FN_kgs-03254;Hildesheim;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03256;Nienburg (Weser);1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03257;Schaumburg;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03351;Celle;3;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-03353;Harburg;1;1;0;0;1;1;1;0;0
20/12/2022;FN_kgs-03355;Lüneburg;2;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-03356;Osterholz;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03358;Soltau-Fallingbostel;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03359;Stade;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03360;Uelzen;5;3;0;0;0;3;0;0;0
20/12/2022;FN_kgs-03361;Verden;1;1;1;0;0;1;0;0;0
20/12/2022;FN_kgs-03451;Ammerland;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03453;Cloppenburg;1;1;1;0;1;1;1;0;0
20/12/2022;FN_kgs-03456;Grafschaft Bentheim;2;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-03458;Oldenburg;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03459;Osnabrück;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-03461;Wesermarsch;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-03462;Wittmund;3;3;0;0;1;2;1;0;0
20/12/2022;FN_kgs-04011;Bremen, Stadt;12;7;1;0;1;6;0;0;0
20/12/2022;FN_kgs-04012;Bremerhaven, Stadt;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-05117;Mülheim an der Ruhr, Stadt;2;1;0;0;1;1;1;0;0
20/12/2022;FN_kgs-05158;Mettmann;7;2;2;0;1;0;1;1;0
20/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;1;1;1;0;1;0;1;0;0
20/12/2022;FN_kgs-05166;Viersen;7;5;1;0;2;4;1;1;0
20/12/2022;FN_kgs-05170;Wesel;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05313;Aachen, Stadt;4;2;0;0;1;1;1;0;0
20/12/2022;FN_kgs-05314;Bonn, Stadt;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-05354;Aachen;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05358;Düren;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05370;Heinsberg;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-05374;Oberbergischer Kreis;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05378;Rheinisch-Bergischer Kreis;10;5;0;0;1;1;0;0;0
20/12/2022;FN_kgs-05382;Rhein-Sieg-Kreis;2;1;1;0;0;0;0;0;0
20/12/2022;FN_kgs-05512;Bottrop, Stadt;2;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-05554;Borken;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05562;Recklinghausen;7;4;1;0;0;2;1;0;0
20/12/2022;FN_kgs-05711;Bielefeld, Stadt;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05766;Lippe;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-05770;Minden-Lübbecke;2;1;1;0;0;1;0;1;0
20/12/2022;FN_kgs-05774;Paderborn;1;1;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05916;Herne, Stadt;4;4;0;0;3;2;1;1;0
20/12/2022;FN_kgs-05962;Märkischer Kreis;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-05978;Unna;4;3;0;0;0;2;0;0;0
20/12/2022;FN_kgs-06412;Frankfurt am Main, Stadt;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-06433;Groß-Gerau;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-06434;Hochtaunuskreis;1;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-06435;Main-Kinzig-Kreis;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-06436;Main-Taunus-Kreis;3;1;0;0;1;0;1;0;0
20/12/2022;FN_kgs-06437;Odenwaldkreis;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-06438;Offenbach;3;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-06532;Lahn-Dill-Kreis;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-06533;Limburg-Weilburg;1;1;0;0;1;1;1;0;0
20/12/2022;FN_kgs-06534;Marburg-Biedenkopf;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-06535;Vogelsbergkreis;5;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-06631;Fulda;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-06633;Kassel;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-06635;Waldeck-Frankenberg;3;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-06636;Werra-Meißner-Kreis;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-07111;Koblenz, kreisfreie Stadt;1;1;0;0;0;1;0;1;0
20/12/2022;FN_kgs-07132;Altenkirchen (Westerwald);2;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-07143;Westerwaldkreis;4;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-07211;Trier, Stadt;1;1;0;0;1;0;1;0;0
20/12/2022;FN_kgs-07315;Mainz, kreisfreie Stadt;1;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-07339;Mainz-Bingen;3;2;1;0;1;1;1;0;0
20/12/2022;FN_kgs-08115;Böblingen;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-08116;Esslingen;6;2;0;0;0;2;0;0;0
20/12/2022;FN_kgs-08119;Rems-Murr-Kreis;3;3;1;0;1;1;0;1;0
20/12/2022;FN_kgs-08215;Karlsruhe;4;1;1;0;1;1;1;0;0
20/12/2022;FN_kgs-08222;Mannheim;2;2;0;0;0;2;0;0;0
20/12/2022;FN_kgs-08226;Rhein-Neckar-Kreis;3;3;0;0;2;3;2;1;0
20/12/2022;FN_kgs-08236;Enzkreis;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-08315;Breisgau-Hochschwarzwald;2;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-08317;Ortenaukreis;2;2;1;0;0;2;0;0;0
20/12/2022;FN_kgs-08327;Tuttlingen;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-08335;Konstanz;2;1;1;0;0;1;0;0;0
20/12/2022;FN_kgs-08336;Lörrach;1;1;1;0;0;0;0;0;0
20/12/2022;FN_kgs-08337;Waldshut;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-08416;Tübingen;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-08426;Biberach;2;2;0;0;1;1;1;0;0
20/12/2022;FN_kgs-09186;Pfaffenhofen a.d.Ilm;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-09187;Rosenheim;2;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-09188;Starnberg;6;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-09273;Kelheim;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-09371;Amberg-Sulzbach;2;1;0;0;1;0;1;0;0
20/12/2022;FN_kgs-09564;Nürnberg, Stadt;3;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-09574;Nürnberger Land;1;1;1;0;1;0;0;0;0
20/12/2022;FN_kgs-09671;Aschaffenburg;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-09676;Miltenberg;1;1;1;0;0;1;0;0;0
20/12/2022;FN_kgs-09678;Schweinfurt;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-09679;Würzburg;2;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-09771;Aichach-Friedberg;2;1;0;0;1;0;0;0;0
20/12/2022;FN_kgs-09780;Oberallgäu;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-10044;Saarlouis;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-10045;Saarpfalz-Kreis;6;1;0;0;1;0;1;0;0
20/12/2022;FN_kgs-11000;Berlin, Stadt;13;7;1;0;3;3;1;0;0
20/12/2022;FN_kgs-12054;Potsdam, Stadt;1;1;0;0;1;0;1;0;0
20/12/2022;FN_kgs-12061;Dahme-Spreewald;2;2;1;0;0;2;0;0;0
20/12/2022;FN_kgs-12063;Havelland;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-12067;Oder-Spree;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-12068;Ostprignitz-Ruppin;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-12069;Potsdam-Mittelmark;2;1;0;0;1;0;0;1;0
20/12/2022;FN_kgs-12073;Uckermark;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-13053;Güstrow;3;1;0;0;1;1;1;0;0
20/12/2022;FN_kgs-13058;Nordwestmecklenburg;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-14524;Zwickau;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-14628;Sächsische Schweiz-Osterzgebirge;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-14729;Leipzig;1;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-15002;Halle (Saale), Stadt;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-15003;Magdeburg, Landeshauptstadt;5;5;1;0;2;2;2;0;0
20/12/2022;FN_kgs-15085;Harz;3;1;0;0;0;1;0;0;0
20/12/2022;FN_kgs-15088;Saalekreis;2;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-15089;Salzlandkreis;1;1;1;0;0;0;0;0;0
20/12/2022;FN_kgs-15090;Stendal;1;1;0;0;1;1;1;0;0
20/12/2022;FN_kgs-15091;Wittenberg;1;0;0;0;0;0;0;0;0
20/12/2022;FN_kgs-16051;Erfurt, Stadt;1;1;0;0;1;0;0;0;0
