Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
09/12/2022;FN_kgs-;;3;1;1;0;0;1;0;0;0
09/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;4;2;0;0;0;1;0;0;0
09/12/2022;FN_kgs-01051;Dithmarschen;2;1;1;0;1;0;1;1;0
09/12/2022;FN_kgs-01054;Nordfriesland;3;2;1;0;0;2;0;0;0
09/12/2022;FN_kgs-01055;Ostholstein;2;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-01059;Schleswig-Flensburg;2;1;0;0;1;0;0;0;0
09/12/2022;FN_kgs-01060;Segeberg;5;4;1;0;1;2;0;1;0
09/12/2022;FN_kgs-01061;Steinburg;2;2;1;0;0;2;0;0;0
09/12/2022;FN_kgs-01062;Stormarn;1;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;30;19;5;0;11;11;10;2;0
09/12/2022;FN_kgs-03101;Braunschweig, Stadt;1;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-03155;Northeim;1;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-03241;Region Hannover;8;3;1;0;2;1;2;0;0
09/12/2022;FN_kgs-03254;Hildesheim;3;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-03256;Nienburg (Weser);2;2;1;0;2;2;2;1;0
09/12/2022;FN_kgs-03353;Harburg;2;2;1;0;0;2;0;0;0
09/12/2022;FN_kgs-03355;Lüneburg;6;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-03357;Rotenburg (Wümme);1;1;1;0;0;1;0;0;0
09/12/2022;FN_kgs-03358;Soltau-Fallingbostel;3;2;0;0;0;2;1;0;0
09/12/2022;FN_kgs-03359;Stade;6;2;1;0;2;2;2;0;0
09/12/2022;FN_kgs-03360;Uelzen;2;1;1;0;1;1;1;1;0
09/12/2022;FN_kgs-03361;Verden;3;3;1;0;2;2;1;0;0
09/12/2022;FN_kgs-03451;Ammerland;2;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-03456;Grafschaft Bentheim;1;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-03457;Leer;1;1;1;0;0;1;0;0;0
09/12/2022;FN_kgs-03459;Osnabrück;1;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-03460;Vechta;1;1;0;0;1;0;1;0;0
09/12/2022;FN_kgs-03461;Wesermarsch;3;1;0;0;1;1;1;1;0
09/12/2022;FN_kgs-03462;Wittmund;2;1;0;0;0;0;0;0;0
09/12/2022;FN_kgs-04011;Bremen, Stadt;5;3;1;0;1;3;2;0;0
09/12/2022;FN_kgs-04012;Bremerhaven, Stadt;2;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-05158;Mettmann;5;2;1;0;1;1;0;0;0
09/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;1;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-05166;Viersen;4;3;0;0;2;2;1;0;0
09/12/2022;FN_kgs-05170;Wesel;1;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-05314;Bonn, Stadt;1;1;0;0;0;1;0;0;0
09/12/2022;FN_kgs-05358;Düren;2;1;1;0;1;1;1;0;0
09/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;2;2;2;0;1;2;1;0;0
09/12/2022;FN_kgs-05370;Heinsberg;1;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-05374;Oberbergischer Kreis;1;0;0;0;0;0;0;0;0
09/12/2022;FN_kgs-05378;Rheinisch-Bergischer Kreis;8;4;0;0;2;2;1;0;0
09/12/2022;FN_kgs-05382;Rhein-Sieg-Kreis;6;3;1;0;2;1;0;0;0
