Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
24/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;2;2;1;0;0;2;0;0;0
24/12/2022;FN_kgs-01054;Nordfriesland;2;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-01055;Ostholstein;4;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-01058;Rendsburg-Eckernförde;4;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-01059;Schleswig-Flensburg;3;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-01060;Segeberg;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-01061;Steinburg;3;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-01062;Stormarn;2;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;32;12;1;0;2;11;2;1;0
24/12/2022;FN_kgs-03101;Braunschweig, Stadt;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03151;Gifhorn;3;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-03152;Göttingen;1;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-03153;Goslar;3;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03154;Helmstedt;2;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-03155;Northeim;2;1;1;0;0;1;0;1;0
24/12/2022;FN_kgs-03156;Osterode am Harz;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03157;Peine;2;1;1;0;0;0;0;0;0
24/12/2022;FN_kgs-03158;Wolfenbüttel;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03241;Region Hannover;10;3;0;0;0;1;0;0;0
24/12/2022;FN_kgs-03251;Diepholz;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03254;Hildesheim;2;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03255;Holzminden;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03257;Schaumburg;7;2;1;0;0;2;0;1;0
24/12/2022;FN_kgs-03351;Celle;5;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03352;Cuxhaven;1;1;1;0;1;1;1;0;0
24/12/2022;FN_kgs-03353;Harburg;1;0;0;0;0;0;0;0;0
24/12/2022;FN_kgs-03355;Lüneburg;6;3;1;0;2;3;2;0;0
24/12/2022;FN_kgs-03357;Rotenburg (Wümme);1;1;1;0;0;1;0;1;0
24/12/2022;FN_kgs-03358;Soltau-Fallingbostel;6;1;0;0;1;1;1;0;0
24/12/2022;FN_kgs-03359;Stade;2;1;0;0;0;1;0;0;0
24/12/2022;FN_kgs-03360;Uelzen;4;1;1;0;0;1;0;0;0
