Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
01/01/2023;FN_kgs-05154;Kleve;1;0;0;0;0;0;0;0;0
01/01/2023;FN_kgs-05158;Mettmann;1;0;0;0;0;0;0;0;0
01/01/2023;FN_kgs-05362;Rhein-Erft-Kreis;1;0;0;0;0;0;0;0;0
01/01/2023;FN_kgs-05558;Coesfeld;1;0;0;0;0;0;0;0;0
01/01/2023;FN_kgs-05774;Paderborn;3;0;0;0;0;0;0;0;0
01/01/2023;MF-O2-Telefonica;;4;0;0;0;0;0;0;0;0
01/01/2023;MF-Telekom;;1;0;0;0;0;0;0;0;0
01/01/2023;MF-Vodafone;;1;0;0;0;0;0;0;0;0
