Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
28/12/2022;FN_kgs-;;2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-01051;Dithmarschen;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-01056;Pinneberg;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-01057;Plön;4;1;1;0;1;1;1;1;0
28/12/2022;FN_kgs-01059;Schleswig-Flensburg;4;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-01060;Segeberg;1;1;0;0;0;0;0;0;0
28/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;35;8;0;0;2;6;1;0;0
28/12/2022;FN_kgs-03101;Braunschweig, Stadt;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03151;Gifhorn;1;1;0;0;1;0;1;0;0
28/12/2022;FN_kgs-03241;Region Hannover;4;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03254;Hildesheim;4;2;0;0;1;2;1;0;0
28/12/2022;FN_kgs-03256;Nienburg (Weser);2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-03257;Schaumburg;3;2;1;0;2;2;2;0;0
28/12/2022;FN_kgs-03351;Celle;3;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-03355;Lüneburg;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03357;Rotenburg (Wümme);1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03358;Soltau-Fallingbostel;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-03359;Stade;3;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-03360;Uelzen;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03361;Verden;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03451;Ammerland;2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-03452;Aurich;2;2;0;0;0;2;0;0;0
28/12/2022;FN_kgs-03456;Grafschaft Bentheim;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03457;Leer;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03458;Oldenburg;1;1;0;0;1;1;1;0;0
28/12/2022;FN_kgs-03459;Osnabrück;4;2;0;0;0;2;0;0;0
28/12/2022;FN_kgs-03460;Vechta;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03461;Wesermarsch;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-03462;Wittmund;4;1;0;0;1;0;0;0;0
28/12/2022;FN_kgs-04011;Bremen, Stadt;11;6;0;0;3;5;3;0;0
28/12/2022;FN_kgs-04012;Bremerhaven, Stadt;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05117;Mülheim an der Ruhr, Stadt;2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-05124;Wuppertal, Stadt;4;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05158;Mettmann;15;6;0;0;2;3;1;0;0
28/12/2022;FN_kgs-05166;Viersen;8;3;0;0;2;2;2;0;0
28/12/2022;FN_kgs-05170;Wesel;5;3;1;0;1;2;0;0;0
28/12/2022;FN_kgs-05354;Aachen;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05358;Düren;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;6;3;0;0;1;3;0;0;0
28/12/2022;FN_kgs-05366;Euskirchen;1;1;0;0;1;0;1;0;0
28/12/2022;FN_kgs-05370;Heinsberg;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05374;Oberbergischer Kreis;1;1;1;0;0;1;0;0;0
28/12/2022;FN_kgs-05378;Rheinisch-Bergischer Kreis;5;2;0;0;1;2;1;0;0
28/12/2022;FN_kgs-05382;Rhein-Sieg-Kreis;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05554;Borken;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05562;Recklinghausen;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05566;Steinfurt;2;1;0;0;1;1;1;0;0
28/12/2022;FN_kgs-05570;Warendorf;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05711;Bielefeld, Stadt;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05754;Gütersloh;1;1;1;0;0;0;0;1;0
28/12/2022;FN_kgs-05766;Lippe;2;2;0;0;0;1;1;0;0
28/12/2022;FN_kgs-05770;Minden-Lübbecke;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-05916;Herne, Stadt;6;3;0;0;0;3;0;0;0
28/12/2022;FN_kgs-05954;Ennepe-Ruhr-Kreis;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05962;Märkischer Kreis;6;2;0;0;0;2;0;0;0
28/12/2022;FN_kgs-05970;Siegen-Wittgenstein;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-05974;Soest;6;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-05978;Unna;6;1;1;0;1;1;1;0;0
28/12/2022;FN_kgs-06412;Frankfurt am Main, Stadt;2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-06432;Darmstadt-Dieburg;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-06433;Groß-Gerau;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-06438;Offenbach;4;1;0;0;1;0;0;0;0
28/12/2022;FN_kgs-06440;Wetteraukreis;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-06532;Lahn-Dill-Kreis;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-06533;Limburg-Weilburg;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-06631;Fulda;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-06633;Kassel;4;1;0;0;1;1;1;0;0
28/12/2022;FN_kgs-06634;Schwalm-Eder-Kreis;4;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-06635;Waldeck-Frankenberg;2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-07111;Koblenz, kreisfreie Stadt;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-07131;Ahrweiler;4;2;1;0;1;2;1;0;0
28/12/2022;FN_kgs-07132;Altenkirchen (Westerwald);1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-07137;Mayen-Koblenz;7;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-07138;Neuwied;7;3;1;0;1;3;1;1;0
28/12/2022;FN_kgs-07143;Westerwaldkreis;15;3;0;0;1;2;0;0;0
28/12/2022;FN_kgs-07211;Trier, Stadt;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-07233;Vulkaneifel;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-07312;Kaiserslautern, kreisfreie Stadt;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-07315;Mainz, kreisfreie Stadt;9;4;0;0;1;3;1;0;0
28/12/2022;FN_kgs-07331;Alzey-Worms;7;3;0;0;1;3;2;0;0
28/12/2022;FN_kgs-07332;Bad Dürkheim;2;1;0;0;1;0;0;0;0
28/12/2022;FN_kgs-07335;Kaiserslautern;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-07337;Südliche Weinstraße;4;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-07338;Rhein-Pfalz-Kreis;10;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-07339;Mainz-Bingen;8;2;0;0;1;1;2;0;0
28/12/2022;FN_kgs-07340;Südwestpfalz;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08115;Böblingen;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08116;Esslingen;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08118;Ludwigsburg;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08119;Rems-Murr-Kreis;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08126;Hohenlohekreis;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08127;Schwäbisch Hall;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08136;Ostalbkreis;2;1;0;0;1;1;1;0;0
28/12/2022;FN_kgs-08215;Karlsruhe;4;2;1;0;1;2;1;0;0
28/12/2022;FN_kgs-08222;Mannheim;4;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08226;Rhein-Neckar-Kreis;7;1;0;0;1;0;0;0;0
28/12/2022;FN_kgs-08236;Enzkreis;4;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-08315;Breisgau-Hochschwarzwald;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08317;Ortenaukreis;4;1;1;0;0;0;1;0;0
28/12/2022;FN_kgs-08326;Schwarzwald-Baar-Kreis;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08327;Tuttlingen;2;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-08337;Waldshut;2;1;1;0;0;0;0;1;0
28/12/2022;FN_kgs-08415;Reutlingen;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-08416;Tübingen;3;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-08417;Zollernalbkreis;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-08426;Biberach;2;1;1;0;0;0;0;0;0
28/12/2022;FN_kgs-08436;Ravensburg;2;1;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09176;Eichstätt;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09178;Freising;5;2;0;0;0;1;0;0;0
28/12/2022;FN_kgs-09180;Garmisch-Partenkirchen;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09182;Miesbach;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09184;München;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-09188;Starnberg;10;3;1;0;2;2;1;1;0
28/12/2022;FN_kgs-09189;Traunstein;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09271;Deggendorf;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09372;Cham;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09373;Neumarkt i.d.OPf.;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-09374;Neustadt a.d.Waldnaab;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-09477;Kulmbach;1;1;0;0;0;0;1;0;0
28/12/2022;FN_kgs-09564;Nürnberg, Stadt;4;2;1;0;1;1;0;0;0
28/12/2022;FN_kgs-09575;Neustadt a.d.Aisch-Bad Windsheim;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09576;Roth;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09676;Miltenberg;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09679;Würzburg;2;2;1;0;2;1;1;0;0
28/12/2022;FN_kgs-09771;Aichach-Friedberg;4;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-09772;Augsburg;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09773;Dillingen a.d.Donau;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09774;Günzburg;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-09775;Neu-Ulm;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09776;Lindau (Bodensee);2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-09780;Oberallgäu;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-10044;Saarlouis;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-10045;Saarpfalz-Kreis;2;1;0;0;1;1;1;0;0
28/12/2022;FN_kgs-10046;St. Wendel;2;1;0;0;1;0;1;0;0
28/12/2022;FN_kgs-11000;Berlin, Stadt;23;6;2;0;0;5;0;1;0
28/12/2022;FN_kgs-12060;Barnim;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-12066;Oberspreewald-Lausitz;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-12071;Spree-Neiße;3;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-12072;Teltow-Fläming;2;1;0;0;1;1;1;0;0
28/12/2022;FN_kgs-12073;Uckermark;1;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-13057;Nordvorpommern;1;1;0;0;0;1;0;0;0
28/12/2022;FN_kgs-14521;Erzgebirgskreis;2;0;0;0;0;0;0;0;0
28/12/2022;FN_kgs-14523;Vogtlandkreis;1;1;1;0;1;0;1;0;0
