Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
21/12/2022;FN_kgs-;;2;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-01051;Dithmarschen;1;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-01054;Nordfriesland;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-01055;Ostholstein;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-01056;Pinneberg;1;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-01057;Plön;1;1;1;0;0;1;0;0;0
21/12/2022;FN_kgs-01059;Schleswig-Flensburg;2;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-01060;Segeberg;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;30;16;4;0;4;13;5;0;0
21/12/2022;FN_kgs-03101;Braunschweig, Stadt;2;2;0;0;1;2;1;0;0
21/12/2022;FN_kgs-03152;Göttingen;1;1;0;0;1;0;1;0;0
21/12/2022;FN_kgs-03153;Goslar;1;1;0;0;1;1;0;0;0
21/12/2022;FN_kgs-03155;Northeim;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-03158;Wolfenbüttel;1;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-03241;Region Hannover;2;1;0;0;0;0;0;0;0
21/12/2022;FN_kgs-03254;Hildesheim;1;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-03351;Celle;2;2;0;0;1;2;1;0;0
21/12/2022;FN_kgs-03353;Harburg;3;2;0;0;0;1;0;0;0
21/12/2022;FN_kgs-03355;Lüneburg;1;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-03357;Rotenburg (Wümme);2;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-03358;Soltau-Fallingbostel;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-03359;Stade;2;1;0;0;1;0;0;0;0
21/12/2022;FN_kgs-03360;Uelzen;4;3;0;0;0;2;0;0;0
21/12/2022;FN_kgs-03452;Aurich;1;1;1;0;0;1;0;0;0
21/12/2022;FN_kgs-03454;Emsland;1;0;0;0;0;0;0;0;0
21/12/2022;FN_kgs-03457;Leer;2;1;0;0;0;0;0;0;0
21/12/2022;FN_kgs-03458;Oldenburg;2;1;1;0;1;1;0;1;0
21/12/2022;FN_kgs-03459;Osnabrück;2;1;0;0;1;1;0;0;0
21/12/2022;FN_kgs-03461;Wesermarsch;1;1;0;0;1;1;1;0;0
21/12/2022;FN_kgs-03462;Wittmund;1;1;0;0;0;1;0;0;0
21/12/2022;FN_kgs-04011;Bremen, Stadt;8;6;3;0;3;4;3;1;0
