Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
02/12/2022;FN_kgs-01051;Dithmarschen;1;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-01054;Nordfriesland;2;1;0;0;0;1;0;0;0
02/12/2022;FN_kgs-01055;Ostholstein;2;1;1;0;1;1;1;0;0
02/12/2022;FN_kgs-01059;Schleswig-Flensburg;3;3;2;0;3;2;2;1;0
02/12/2022;FN_kgs-01060;Segeberg;1;1;1;0;0;1;0;0;0
02/12/2022;FN_kgs-01061;Steinburg;6;2;2;0;0;1;0;0;0
02/12/2022;FN_kgs-01062;Stormarn;1;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;31;18;6;0;9;10;5;3;0
02/12/2022;FN_kgs-03101;Braunschweig, Stadt;2;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-03155;Northeim;2;1;0;0;0;1;0;0;0
02/12/2022;FN_kgs-03158;Wolfenbüttel;1;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-03241;Region Hannover;2;1;0;0;1;0;0;0;0
02/12/2022;FN_kgs-03257;Schaumburg;1;1;0;0;0;1;0;0;0
02/12/2022;FN_kgs-03351;Celle;3;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-03353;Harburg;1;1;1;0;0;1;0;0;0
02/12/2022;FN_kgs-03355;Lüneburg;4;1;0;0;0;0;1;0;0
02/12/2022;FN_kgs-03358;Soltau-Fallingbostel;2;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-03359;Stade;3;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-03361;Verden;1;0;0;0;0;0;0;0;0
02/12/2022;FN_kgs-03452;Aurich;2;1;0;0;1;0;0;0;0
02/12/2022;FN_kgs-03457;Leer;2;1;0;0;0;1;0;0;0
