Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
26/12/2022;FN_kgs-;;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;1;1;0;0;0;0;0;0;0
26/12/2022;FN_kgs-01051;Dithmarschen;2;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-01054;Nordfriesland;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-01055;Ostholstein;3;3;1;0;0;2;0;0;0
26/12/2022;FN_kgs-01057;Plön;2;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-01058;Rendsburg-Eckernförde;1;1;1;0;0;1;0;0;0
26/12/2022;FN_kgs-01059;Schleswig-Flensburg;10;6;2;0;1;5;1;2;0
26/12/2022;FN_kgs-01061;Steinburg;9;3;1;0;0;2;0;1;0
26/12/2022;FN_kgs-01062;Stormarn;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;27;15;0;1;4;12;4;0;0
26/12/2022;FN_kgs-03101;Braunschweig, Stadt;8;3;0;0;0;2;0;0;0
26/12/2022;FN_kgs-03151;Gifhorn;2;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-03152;Göttingen;2;2;0;0;0;2;0;0;0
26/12/2022;FN_kgs-03156;Osterode am Harz;2;1;0;0;1;1;0;0;0
26/12/2022;FN_kgs-03158;Wolfenbüttel;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-03241;Region Hannover;5;3;2;0;1;3;1;1;0
26/12/2022;FN_kgs-03254;Hildesheim;2;1;1;0;1;1;1;0;0
26/12/2022;FN_kgs-03256;Nienburg (Weser);1;1;1;0;0;0;0;1;0
26/12/2022;FN_kgs-03351;Celle;3;2;0;0;0;2;1;0;0
26/12/2022;FN_kgs-03352;Cuxhaven;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-03353;Harburg;6;2;1;0;0;2;0;0;0
26/12/2022;FN_kgs-03354;Lüchow-Dannenberg;1;1;1;0;0;0;0;1;0
26/12/2022;FN_kgs-03355;Lüneburg;3;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-03358;Soltau-Fallingbostel;2;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-03359;Stade;7;3;0;0;0;3;0;0;0
26/12/2022;FN_kgs-03361;Verden;7;2;2;0;0;2;0;1;0
26/12/2022;FN_kgs-03451;Ammerland;2;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-03456;Grafschaft Bentheim;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-03457;Leer;4;2;1;0;0;2;0;0;0
26/12/2022;FN_kgs-03458;Oldenburg;4;2;1;0;0;2;0;1;0
26/12/2022;FN_kgs-03459;Osnabrück;4;2;1;0;0;2;0;1;0
26/12/2022;FN_kgs-03460;Vechta;2;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-03461;Wesermarsch;2;2;0;0;0;1;0;0;0
26/12/2022;FN_kgs-03462;Wittmund;3;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-04011;Bremen, Stadt;20;9;4;0;2;7;2;1;0
26/12/2022;FN_kgs-05124;Wuppertal, Stadt;1;1;0;0;1;1;1;0;0
26/12/2022;FN_kgs-05158;Mettmann;7;6;0;0;2;4;1;0;0
26/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-05166;Viersen;5;2;0;0;0;2;0;0;0
26/12/2022;FN_kgs-05170;Wesel;4;2;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05313;Aachen, Stadt;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-05314;Bonn, Stadt;2;2;1;0;1;2;1;0;0
26/12/2022;FN_kgs-05358;Düren;4;2;0;0;1;2;0;0;0
26/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;2;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05366;Euskirchen;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05370;Heinsberg;2;1;1;0;0;1;0;0;0
26/12/2022;FN_kgs-05374;Oberbergischer Kreis;2;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-05378;Rheinisch-Bergischer Kreis;13;7;1;0;1;6;1;0;0
26/12/2022;FN_kgs-05382;Rhein-Sieg-Kreis;4;2;0;0;0;2;0;0;0
26/12/2022;FN_kgs-05515;Münster, Stadt;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05554;Borken;3;2;0;0;0;2;0;0;0
26/12/2022;FN_kgs-05558;Coesfeld;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05562;Recklinghausen;5;2;1;0;0;2;0;1;0
26/12/2022;FN_kgs-05566;Steinfurt;6;2;1;0;1;2;1;0;0
26/12/2022;FN_kgs-05570;Warendorf;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-05711;Bielefeld, Stadt;2;2;1;0;0;2;0;0;0
26/12/2022;FN_kgs-05754;Gütersloh;3;2;0;0;1;1;1;0;0
26/12/2022;FN_kgs-05762;Höxter;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05766;Lippe;4;2;0;0;2;1;2;0;0
26/12/2022;FN_kgs-05770;Minden-Lübbecke;4;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05774;Paderborn;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-05915;Hamm, Stadt;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05916;Herne, Stadt;3;1;0;0;1;0;0;0;0
26/12/2022;FN_kgs-05962;Märkischer Kreis;4;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-05966;Olpe;4;1;0;0;0;0;0;0;0
26/12/2022;FN_kgs-05974;Soest;5;2;1;0;1;0;1;1;0
26/12/2022;FN_kgs-05978;Unna;9;3;0;0;0;2;1;0;0
26/12/2022;FN_kgs-06412;Frankfurt am Main, Stadt;6;1;1;0;0;1;0;1;0
26/12/2022;FN_kgs-06432;Darmstadt-Dieburg;4;3;2;0;2;3;2;0;0
26/12/2022;FN_kgs-06433;Groß-Gerau;3;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-06434;Hochtaunuskreis;1;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-06435;Main-Kinzig-Kreis;3;1;0;0;0;1;0;0;0
26/12/2022;FN_kgs-06436;Main-Taunus-Kreis;3;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-06438;Offenbach;5;2;1;0;1;1;1;1;0
26/12/2022;FN_kgs-06439;Rheingau-Taunus-Kreis;1;0;0;0;0;0;0;0;0
26/12/2022;FN_kgs-06440;Wetteraukreis;5;4;1;0;0;3;0;0;0
26/12/2022;FN_kgs-06531;Gießen;3;2;0;0;0;1;0;0;0
