Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
29/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;3;1;1;0;1;1;1;0;0
29/12/2022;FN_kgs-01051;Dithmarschen;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-01054;Nordfriesland;2;2;1;0;1;1;0;0;0
29/12/2022;FN_kgs-01055;Ostholstein;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-01056;Pinneberg;2;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-01059;Schleswig-Flensburg;3;1;0;0;0;0;0;0;0
29/12/2022;FN_kgs-01060;Segeberg;2;1;0;0;1;0;0;1;0
29/12/2022;FN_kgs-01061;Steinburg;3;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-01062;Stormarn;4;3;0;0;0;3;0;0;0
29/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;31;16;3;0;9;14;9;0;0
29/12/2022;FN_kgs-03101;Braunschweig, Stadt;3;3;0;0;1;2;1;0;0
29/12/2022;FN_kgs-03152;Göttingen;3;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03155;Northeim;2;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-03157;Peine;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03241;Region Hannover;13;9;0;0;1;7;1;1;0
29/12/2022;FN_kgs-03251;Diepholz;1;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-03252;Hameln-Pyrmont;1;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-03254;Hildesheim;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03257;Schaumburg;1;1;0;0;1;1;1;0;0
29/12/2022;FN_kgs-03351;Celle;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03353;Harburg;3;1;1;0;1;1;1;0;0
29/12/2022;FN_kgs-03357;Rotenburg (Wümme);1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03358;Soltau-Fallingbostel;1;1;1;0;1;1;0;0;0
29/12/2022;FN_kgs-03359;Stade;5;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03360;Uelzen;2;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03361;Verden;1;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-03451;Ammerland;1;1;1;0;0;1;0;1;0
29/12/2022;FN_kgs-03452;Aurich;1;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-03457;Leer;3;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03459;Osnabrück;1;1;0;0;0;1;0;0;0
29/12/2022;FN_kgs-03460;Vechta;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-03461;Wesermarsch;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-04011;Bremen, Stadt;11;6;3;0;2;2;3;3;0
29/12/2022;FN_kgs-05117;Mülheim an der Ruhr, Stadt;1;1;0;0;1;1;1;0;0
29/12/2022;FN_kgs-05124;Wuppertal, Stadt;1;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-05154;Kleve;3;2;0;0;0;0;0;0;0
29/12/2022;FN_kgs-05158;Mettmann;8;2;0;0;2;2;1;0;0
29/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;2;1;0;0;1;1;1;0;0
29/12/2022;FN_kgs-05166;Viersen;7;1;0;0;0;0;0;0;0
29/12/2022;FN_kgs-05170;Wesel;3;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-05314;Bonn, Stadt;2;0;0;0;0;0;0;0;0
29/12/2022;FN_kgs-05354;Aachen;1;1;0;0;1;1;1;0;0
29/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;3;3;1;0;1;2;0;0;0
