Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
16/12/2022;FN_kgs-;;1;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;3;2;1;0;1;2;0;0;0
16/12/2022;FN_kgs-01055;Ostholstein;3;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-01057;Plön;1;1;0;0;1;0;1;0;0
16/12/2022;FN_kgs-01058;Rendsburg-Eckernförde;4;1;1;0;1;0;1;0;0
16/12/2022;FN_kgs-01059;Schleswig-Flensburg;6;2;1;0;1;1;1;0;0
16/12/2022;FN_kgs-01062;Stormarn;5;1;0;0;0;1;0;0;0
16/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;29;14;5;0;4;13;4;0;0
16/12/2022;FN_kgs-03101;Braunschweig, Stadt;1;1;0;0;0;1;0;0;0
16/12/2022;FN_kgs-03152;Göttingen;2;1;0;0;0;1;0;0;0
16/12/2022;FN_kgs-03156;Osterode am Harz;1;1;1;0;1;1;0;0;0
16/12/2022;FN_kgs-03241;Region Hannover;5;3;0;0;1;2;0;0;0
16/12/2022;FN_kgs-03254;Hildesheim;3;1;0;0;0;0;1;0;0
16/12/2022;FN_kgs-03255;Holzminden;2;2;0;0;1;2;1;0;0
16/12/2022;FN_kgs-03256;Nienburg (Weser);1;1;0;0;0;0;0;0;0
16/12/2022;FN_kgs-03257;Schaumburg;2;2;0;0;1;2;1;0;0
16/12/2022;FN_kgs-03351;Celle;2;1;0;0;1;0;0;0;0
16/12/2022;FN_kgs-03353;Harburg;3;1;0;0;0;1;0;0;0
16/12/2022;FN_kgs-03357;Rotenburg (Wümme);1;1;0;0;1;0;0;0;0
16/12/2022;FN_kgs-03359;Stade;4;2;1;0;1;1;1;0;0
16/12/2022;FN_kgs-03360;Uelzen;1;1;1;0;1;1;1;0;0
16/12/2022;FN_kgs-03361;Verden;2;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-03452;Aurich;3;1;0;0;0;0;0;0;0
16/12/2022;FN_kgs-03454;Emsland;1;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-03459;Osnabrück;1;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-03462;Wittmund;3;2;1;0;0;2;0;1;0
16/12/2022;FN_kgs-04011;Bremen, Stadt;6;2;1;0;1;2;1;0;0
16/12/2022;FN_kgs-04012;Bremerhaven, Stadt;2;1;0;0;0;1;0;0;0
16/12/2022;FN_kgs-05124;Wuppertal, Stadt;2;1;1;0;1;1;1;0;0
16/12/2022;FN_kgs-05154;Kleve;2;1;0;0;1;0;0;0;0
16/12/2022;FN_kgs-05158;Mettmann;3;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;1;0;0;0;0;0;0;0;0
16/12/2022;FN_kgs-05166;Viersen;6;3;2;0;1;2;1;1;0
16/12/2022;FN_kgs-05170;Wesel;5;3;2;0;1;2;1;1;0
