Datum;anrufquelle;kreis;anz_anrufe;anrufe_m_sabio;Thema_test;Thema_reise;Thema_impf;Thema_quarantaene;Thema_bundesland;Thema_app;Thema_inzidenz
23/12/2022;FN_kgs-;;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-01002;Kiel, Landeshauptstadt;3;2;1;0;1;2;1;0;0
23/12/2022;FN_kgs-01054;Nordfriesland;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-01055;Ostholstein;6;3;2;0;2;2;1;0;0
23/12/2022;FN_kgs-01056;Pinneberg;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-01057;Plön;2;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-01059;Schleswig-Flensburg;7;3;1;0;2;2;2;0;0
23/12/2022;FN_kgs-01061;Steinburg;3;2;0;0;1;2;1;0;0
23/12/2022;FN_kgs-01062;Stormarn;4;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-02000;Hamburg, Freie und Hansestadt;53;20;2;0;8;15;7;0;0
23/12/2022;FN_kgs-03152;Göttingen;4;1;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03154;Helmstedt;1;1;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03158;Wolfenbüttel;3;2;1;0;0;1;0;1;0
23/12/2022;FN_kgs-03241;Region Hannover;7;4;1;0;1;3;1;0;0
23/12/2022;FN_kgs-03251;Diepholz;1;1;1;0;0;1;0;0;0
23/12/2022;FN_kgs-03254;Hildesheim;5;2;0;0;1;2;1;0;0
23/12/2022;FN_kgs-03255;Holzminden;3;3;0;0;3;3;3;0;0
23/12/2022;FN_kgs-03257;Schaumburg;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-03351;Celle;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03353;Harburg;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03355;Lüneburg;7;2;2;0;0;2;0;1;0
23/12/2022;FN_kgs-03356;Osterholz;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03358;Soltau-Fallingbostel;1;1;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03359;Stade;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03360;Uelzen;4;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-03361;Verden;1;1;1;0;0;1;0;0;0
23/12/2022;FN_kgs-03405;Wilhelmshaven, Stadt;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-03451;Ammerland;2;2;0;0;0;2;0;0;0
23/12/2022;FN_kgs-03454;Emsland;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-03457;Leer;4;3;2;0;0;3;0;1;0
23/12/2022;FN_kgs-03458;Oldenburg;3;1;1;0;0;1;0;1;0
23/12/2022;FN_kgs-03459;Osnabrück;2;1;1;0;1;0;1;0;0
23/12/2022;FN_kgs-03460;Vechta;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-03461;Wesermarsch;4;2;1;0;1;2;2;0;0
23/12/2022;FN_kgs-03462;Wittmund;3;2;1;0;1;1;1;1;0
23/12/2022;FN_kgs-04011;Bremen, Stadt;10;4;1;0;2;3;1;0;0
23/12/2022;FN_kgs-04012;Bremerhaven, Stadt;2;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05117;Mülheim an der Ruhr, Stadt;3;2;0;0;0;0;1;0;0
23/12/2022;FN_kgs-05124;Wuppertal, Stadt;3;2;1;0;1;2;1;0;0
23/12/2022;FN_kgs-05154;Kleve;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05158;Mettmann;15;6;2;0;2;2;3;2;0
23/12/2022;FN_kgs-05162;Rhein-Kreis Neuss;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05166;Viersen;5;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05170;Wesel;3;2;1;0;0;2;0;0;0
23/12/2022;FN_kgs-05314;Bonn, Stadt;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05354;Aachen;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05358;Düren;1;1;1;0;0;0;0;1;0
23/12/2022;FN_kgs-05362;Rhein-Erft-Kreis;4;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05370;Heinsberg;6;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05378;Rheinisch-Bergischer Kreis;11;6;3;0;1;6;1;0;0
23/12/2022;FN_kgs-05382;Rhein-Sieg-Kreis;5;3;0;0;1;3;0;0;0
23/12/2022;FN_kgs-05512;Bottrop, Stadt;3;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05515;Münster, Stadt;4;1;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05554;Borken;3;2;1;0;0;1;0;1;0
23/12/2022;FN_kgs-05558;Coesfeld;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05562;Recklinghausen;3;2;1;0;0;1;0;1;0
23/12/2022;FN_kgs-05566;Steinfurt;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05711;Bielefeld, Stadt;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05754;Gütersloh;4;2;0;0;0;2;0;0;0
23/12/2022;FN_kgs-05766;Lippe;4;1;0;0;1;0;1;0;0
23/12/2022;FN_kgs-05770;Minden-Lübbecke;2;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05916;Herne, Stadt;3;1;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05954;Ennepe-Ruhr-Kreis;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05958;Hochsauerlandkreis;1;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-05962;Märkischer Kreis;4;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05970;Siegen-Wittgenstein;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-05974;Soest;4;1;0;0;1;1;1;0;0
23/12/2022;FN_kgs-05978;Unna;6;2;1;0;0;1;0;1;0
23/12/2022;FN_kgs-06412;Frankfurt am Main, Stadt;6;2;0;0;1;0;2;0;0
23/12/2022;FN_kgs-06432;Darmstadt-Dieburg;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06433;Groß-Gerau;2;2;0;0;1;2;1;0;0
23/12/2022;FN_kgs-06436;Main-Taunus-Kreis;4;2;0;0;0;2;0;0;0
23/12/2022;FN_kgs-06438;Offenbach;2;2;0;0;1;1;1;0;0
23/12/2022;FN_kgs-06440;Wetteraukreis;1;1;0;0;1;0;0;0;0
23/12/2022;FN_kgs-06531;Gießen;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06532;Lahn-Dill-Kreis;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06533;Limburg-Weilburg;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06534;Marburg-Biedenkopf;4;1;0;0;0;1;0;0;0
23/12/2022;FN_kgs-06535;Vogelsbergkreis;5;2;1;0;0;2;0;0;0
23/12/2022;FN_kgs-06631;Fulda;4;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06633;Kassel;3;1;1;0;1;1;1;0;0
23/12/2022;FN_kgs-06634;Schwalm-Eder-Kreis;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06635;Waldeck-Frankenberg;2;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-06636;Werra-Meißner-Kreis;1;0;0;0;0;0;0;0;0
23/12/2022;FN_kgs-07133;Bad Kreuznach;1;0;0;0;0;0;0;0;0
